,Sentence,PreprocessedSentence,Sentiment,PeopleInitially,People,OrganizationsInitially,Organizations,PricesInitially,Prices
115,"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .",world second large stainless steel maker say net profit threemonth period until dec surge to euro million us million euro we per share from euro million euro per share previous year,positive,[],[],['euro3'],[],"['million us$ 781 million', '4.31']","['million us$ 781 million', '4.31']"
116,"Name of Applicant : Jot Automation OYName of Inventor : Mammila Tuomo , Piirainen Mika and Kellokoski MikaApplication No. : 2424-KOLNP-2008 ADate of filing of Application : 16-06-2008Publication Date : 30/01/2009",name of applicant jot automation oyname of inventor mammila tuomo piirainen mika kellokoski mikaapplication no kolnp adate of filing of application publication date,neutral,"['Mammila Tuomo', 'Piirainen Mika', 'Kellokoski MikaApplication']","['Kellokoski MikaApplication', 'Piirainen Mika', 'Mammila Tuomo']",['application'],['application'],[],[]
117,Netflix Grows Efforts To Create Loyal Customers $NFLX https://t.co/5QXBkoBphe,netflix grow effort to create loyal customer nflx,positive,[],[],"['Netflix grow effort', 'create Loyal Customers']","['Netflix grow effort', 'create Loyal Customers']",[],[]
118,"The OMX Nordic 40 OMXN40 index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday .",omx nordic omxn index comprise most trade nordic stock nasdaq omx exchange close down at point thursday,negative,[],[],"['the OMX nordic 40 omxn40', 'the Nasdaq OMX exchange']","['the Nasdaq OMX exchange', 'the OMX nordic 40 omxn40']",[],[]
119,$AAPL nibbling on a small long via 525.. buying off 13min charts..,aapl nibble small long via buy off min chart,positive,[],[],[],[],[],[]
120,The operating margin of Aker Yards Cruise & Ferries division went down from 8.3 % to 6.4 % in the first quarter of 2007 .,operate margin of aker yard cruise ferries division go down from to first quarter of,negative,[],[],['Aker Yards Cruise & Ferries'],['Aker Yards Cruise & Ferries'],[],[]
121,"$TYC just about to break out to new highs, lots of technicals looking great right now.",tyc just about to break out to new high lot of technical look great right now,positive,[],[],['TYC'],['TYC'],[],[]
122,"Eero Katajavuori , currently Group Vice President , Human Resources , will take a year-long sabbatical starting from October 1 , 2010 .",eero katajavuori currently group vice president human resource take yearlong sabbatical start from october,neutral,['Katajavuori'],[],"['Group', 'Human Resources']","['Human Resources', 'Group']",[],[]
123,"Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",be up with lulu ? number look good not great good I think conference call instill confidence,neutral,['LULU'],[],['number'],['number'],[],[]
124,The adjustment measures will be carried out in phases to secure the delivery capability .,adjustment measure be carry out phase to secure delivery capability,neutral,[],[],[],[],[],[]
125,"Alma Media Corporation Press Release 15 March 2010 TYRVAAN SANOMAT AND PAIKALLISSANOMAT BEING BOUGHT BY SUOMEN PAIKALLISSANOMAT Two local papers , Tyrvaan Sanomat and Paikallissanomat , appearing in Sastamala and its neighbouring municipalities , are to be bought by Suomen Paikallissanomat Oy .",alma medium corporation press release march tyrvaan sanomat paikallissanomat be buy by suomen paikallissanomat two local paper tyrvaan sanomat paikallissanomat appear sastamala its neighbouring municipality be to be buy by suomen paikallissanomat oy,neutral,['Sastamala'],[],"['Alma Media Corporation Press', 'Tyrvaan Sanomat and Paikallissanomat', 'Suomen Paikallissanomat Oy']","['Tyrvaan Sanomat and Paikallissanomat', 'Alma Media Corporation Press', 'Suomen Paikallissanomat Oy']",[],[]
126,"Temporary lay-offs , affecting the entire workforce , will also be implemented .",temporary layoff affect entire workforce also be implement,negative,[],[],[],[],[],[]
127,"A meeting for the media and analysts will be held on the same day at 10:30 a.m. at Stonesoft Headquarters in Helsinki , Italahdenkatu 22 A. The Interim report will be presented by Stonesoft 's CEO Ilkka Hiidenheimo .",meeting for medium analyst be hold same day at am at stonesoft headquarters helsinki italahdenkatu interim report be present by stonesoft ceo ilkka hiidenheimo,neutral,['Ilkka Hiidenheimo'],['Ilkka Hiidenheimo'],"['Stonesoft Headquarters', 'Stonesoft']","['Stonesoft Headquarters', 'Stonesoft']",[],[]
128,"Finnish Sampo-Rosenlew manufactures approximately seven forest machines monthly , and about half of machines are exported .",finnish samporosenlew manufacture approximately seven forest machine monthly about half of machine be export,neutral,[],[],[],[],[],[]
129,"Facebook, near a buy point last week, faces a different technical test today https://t.co/c72LLMpiNM $FB $AAPL $NFLX https://t.co/fPFbYTYPuY",facebook near buy point last week face different technical test today fb aapl nflx,positive,[],[],['NFLX'],['NFLX'],['$fb $'],[]
130,"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said Wednesday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",february finnish broadband data communication system provider teleste oyj hel tltv say wednesday its net profit rocket to eur m from eur it lift its dividend proposal,positive,['Teleste Oyj'],[],['EUR416'],[],[],"['EUR4 .8 m', 'EUR416 ,000 ']"
131,$FREE Ha Heeeeeere comes the pump! So glad I picked up 9K end of day! Get ready for the bull ride!,free ha heeeeeere come pump ! so glad I pick up k end of day ! get ready for bull ride !,positive,[],[],[],[],[],[]
132,"Finnish technology group Aspocomp Group Oyj ( OMX Helsinki : ACG1V ) issued its third quarter report on Thursday ( 13 November ) , posting an operating profit of EUR0 .4 m , as compared to a loss of EUR0 .5 m in the third quarter of 2007 .",finnish technology group aspocomp group oyj omx helsinki acgv issue its third quarter report thursday november post operate profit of eur m as compare to loss of eur m third quarter of,positive,['OMX Helsinki'],['OMX Helsinki'],['Aspocomp Group Oyj'],['Aspocomp Group Oyj'],[],"['EUR0 .5 m', 'EUR0 .4 m']"
133,"The building complex consists of high-quality office and retail space totalling 49,200 square metres , the company said .",building complex consist of highquality office retail space total square metre company say,neutral,[],[],[],[],[],[]
134,Finnish insurance company Fennia and Kesko Group are ending their loyal customer cooperation .,finnish insurance company fennia kesko group be end their loyal customer cooperation,neutral,[],[],['Kesko Group'],['Kesko Group'],[],[]
135,The unit is planned to be operational during the second half of 2007 and in full stream in 2008 .,unit be plan to be operational during second half of full stream,neutral,[],[],[],[],[],[]
136,"ITG 's share in the deal is estimated at some 500,000 euro $ 627,000 .",itg share deal be estimate at some euro,neutral,[],[],['ITG'],['ITG'],[],[]
137,The plant is expected to enter commercial operation by mid-2009 .,plant be expect to enter commercial operation by mid,neutral,[],[],[],[],[],[]
138,Aspo has also investigated the sales opportunities of Kaukomarkkinat 's electronics business .,aspo have also investigate sale opportunity of kaukomarkkinat electronic business,neutral,[],[],['Kaukomarkkinat'],['Kaukomarkkinat'],[],[]
139,BG Group appoints new CEO one month early,bg group appoint new ceo one month early,neutral,[],[],['BG Group'],['BG Group'],[],[]
140,The acquisition will have an immediate positive impact on Aspocomp 's financial result .,acquisition have immediate positive impact aspocomp financial result,positive,['Aspocomp'],[],[],[],[],[]
141,"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .",finnair passenger load factor which measure number of sell seat as share of all available seat drop by percentage point to september,negative,[],[],['Finnair'],['Finnair'],[],[]
142,RT @bman1 $LNG looks primed also $EGHT poised to run too...,rt bman lng looks prime also eght poise to run too,positive,['EGHT'],[],"['RT @bman1 $', 'LNG']","['RT @bman1 $', 'LNG']",[],[]
143,It is also 7.7 pct above the 12-month volume weighted average price of the stock .,it be also pct above month volume weight average price of stock,positive,[],[],[],[],[],[]
144,Coke dividend - 3%. Google dividend - 0%. For passive income Coke takes it. $GOOG $KO https://t.co/QBsoWjxOST,coke dividend google dividend for passive income coke take it goog ko,neutral,"['GOOG', 'KO']",[],"['coke', 'Google', 'Coke']","['Coke', 'coke', 'Google']",[],[]
145,"Profit before taxes was EUR 5.4 mn , up from EUR 3.6 mn a year earlier .",profit before taxis be eur mn up from eur mn year early,positive,[],[],"['EUR', 'EUR']",[],[],"['EUR 5.4 mn', 'EUR 3.6 mn']"
146,The subsidiary is setting up a facility for manufacturing high-density interconnection printed circuit boards or PCBs at Nokia 's special economic zone at Sriperumbudur near Chennai .,subsidiary be set up facility for manufacture highdensity interconnection print circuit board pcb at nokia special economic zone at sriperumbudur near chennai,neutral,[],[],"['Nokia', 'Sriperumbudur near Chennai']","['Nokia', 'Sriperumbudur near Chennai']",[],[]
147,$CRM Sep 40 calls are +35% since entry #BANG http://stks.co/deDm,crm sep call be since entry bang,positive,[],[],[],[],['bang'],['bang']
148,"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",januaryjune dilute loss per share stand at eur versus eur first half of,negative,[],[],[],[],[],"['EUR0 .1 ', 'EUR0 .3 ']"
149,Rapala said it estimates it will make savings of 1-2 mln eur a year by centralising its French operations at one site .,rapala say it estimate it make saving of mln eur year by centralise its french operation at one site,positive,[],[],['Rapala'],['Rapala'],[],[]
150,$VMW  Got a nice push today following small sweepers of May C this morning,vmw get nice push today follow small sweeper of may c this morning,positive,[],[],['VMW'],['VMW'],[],[]
151,That topped consensus forecasts for earnings of 0.21 euros a share .,that top consensus forecast for earning of euro share,positive,[],[],[],[],[],[]
152,"In future , the company intends to look for know-how from outside the company and to cooperate with other actors in the sector .",future company intend to look for knowhow from outside company to cooperate with other actor sector,positive,[],[],[],[],[],[]
153,"You need to be ready when the window opens up , Rosberg said .",you need to be ready when window open up rosberg say,neutral,['Rosberg'],[],[],[],[],[]
154,"More than 50,000 tonnes of asphalt mix will be used in the contract .",more than tonne of asphalt mix be use contract,neutral,[],[],[],[],[],[]
155,"PA ) , JPMorgan Chase and Co ( NYSE : JPM ) and Pohjoa Bank are joint lead-managers on the senior , unsecured deal .",pa jpmorgan chase co nyse jpm pohjoa bank be joint leadmanager senior unsecured deal,neutral,[],[],"['JPMorgan Chase', 'Co ( NYSE :', 'JPM', 'Pohjoa Bank']","['JPMorgan Chase', 'Co ( NYSE :', 'JPM', 'Pohjoa Bank']",[],[]
156,$CTRP  breaking out here on good vol and a parser buy signal  ..noticed this on bob langs comments looking for 48 fast,ctrp break out here good vol parser buy signal notice this bob lang comment look for fast,positive,['CTRP'],[],[],[],[],[]
